sr_no,time_posted_local,listing_sk,user_sk,category_l3_sk,listing_price,lower_bound,month_posted,outlier_flag,category_name_an
70,05/04/20,2.3604E+18,5.8115E+18,olx|mea|ae|classifieds|cl|6,625,-1652.5,4,Normal,Category 6
71,05/04/20,3.67646E+18,7.11315E+18,olx|mea|ae|classifieds|cl|2,350,-1652.5,4,Normal,Category 2
72,05/04/20,5.29497E+18,5.96144E+18,olx|mea|ae|classifieds|cl|7,200,-1652.5,4,Normal,Category 7
73,05/04/20,5.29299E+18,7.01402E+18,olx|mea|ae|classifieds|cl|7,650,-1652.5,4,Normal,Category 7
74,05/04/20,3.95279E+17,6.12097E+17,olx|mea|ae|classifieds|cl|3,1200,-1652.5,4,Normal,Category 3
75,05/04/20,1.0623E+18,2.45462E+17,olx|mea|ae|classifieds|cl|15,250,-1652.5,4,Normal,All other
76,05/04/20,4.75542E+18,3.77377E+18,olx|mea|ae|classifieds|cl|4,700,-1652.5,4,Normal,Category 4
77,05/04/20,6.97768E+18,9.34908E+17,olx|mea|ae|classifieds|cl|10,1000,-1652.5,4,Normal,All other
78,06/04/20,5.59191E+18,5.10043E+18,olx|mea|ae|classifieds|cl|2,1100,-1652.5,4,Normal,Category 2
79,06/04/20,6.59411E+18,6.69466E+18,olx|mea|ae|classifieds|cl|3,9000,-1652.5,4,High Outlier,Category 3
80,06/04/20,9.8564E+17,3.20121E+18,olx|mea|ae|classifieds|cl|4,650,-1652.5,4,Normal,Category 4
81,06/04/20,9.97934E+17,6.83374E+18,olx|mea|ae|classifieds|cl|16,5,-1652.5,4,Normal,All other
82,06/04/20,7.63443E+18,8.10854E+18,olx|mea|ae|classifieds|cl|10,600,-1652.5,4,Normal,All other
83,06/04/20,1.59548E+18,6.11408E+18,olx|mea|ae|classifieds|cl|15,2200,-1652.5,4,Normal,All other
84,06/04/20,6.67539E+17,1.61274E+18,olx|mea|ae|classifieds|cl|13,60,-1652.5,4,Normal,All other
85,06/04/20,6.79602E+18,5.10043E+18,olx|mea|ae|classifieds|cl|2,1399,-1652.5,4,Normal,Category 2
86,06/04/20,8.08139E+18,7.41645E+18,olx|mea|ae|classifieds|cl|4,1500,-1652.5,4,Normal,Category 4
87,06/04/20,6.39898E+17,1.55854E+18,olx|mea|ae|classifieds|cl|4,169,-1652.5,4,Normal,Category 4
88,06/04/20,7.13447E+18,2.51451E+18,olx|mea|ae|classifieds|cl|6,2500,-1652.5,4,Normal,Category 6
89,06/04/20,7.13483E+18,8.47726E+18,olx|mea|ae|classifieds|cl|7,300,-1652.5,4,Normal,Category 7
90,07/04/20,5.1663E+17,1.58321E+18,olx|mea|ae|classifieds|cl|4,85,-1652.5,4,Normal,Category 4
91,07/04/20,4.30225E+18,5.8059E+18,olx|mea|ae|classifieds|cl|2,550,-1652.5,4,Normal,Category 2
92,07/04/20,5.75192E+18,5.29018E+18,olx|mea|ae|classifieds|cl|14,20,-1652.5,4,Normal,All other
93,07/04/20,8.41809E+18,4.50878E+18,olx|mea|ae|classifieds|cl|6,1350,-1652.5,4,Normal,Category 6
94,07/04/20,7.64399E+18,1.27559E+18,olx|mea|ae|classifieds|cl|10,750,-1652.5,4,Normal,All other
95,07/04/20,1.81854E+18,6.37771E+18,olx|mea|ae|classifieds|cl|4,200,-1652.5,4,Normal,Category 4
96,07/04/20,1.81854E+18,3.20121E+18,olx|mea|ae|classifieds|cl|4,450,-1652.5,4,Normal,Category 4
97,07/04/20,1.51116E+18,4.6796E+17,olx|mea|ae|classifieds|cl|8,179,-1652.5,4,Normal,All other
98,07/04/20,1.51116E+18,5.16749E+18,olx|mea|ae|classifieds|cl|8,1199,-1652.5,4,Normal,All other
99,07/04/20,5.93747E+18,2.73294E+17,olx|mea|ae|classifieds|cl|2,450,-1652.5,4,Normal,Category 2
100,07/04/20,1.60321E+18,8.48525E+18,olx|mea|ae|classifieds|cl|15,600,-1652.5,4,Normal,All other
101,07/04/20,8.71901E+18,6.72535E+18,olx|mea|ae|classifieds|cl|6,400,-1652.5,4,Normal,Category 6
102,07/04/20,7.02832E+18,2.04459E+17,olx|mea|ae|classifieds|cl|15,100,-1652.5,4,Normal,All other
103,07/04/20,7.53955E+18,7.16407E+18,olx|mea|ae|classifieds|cl|6,2700,-1652.5,4,Normal,Category 6
104,07/04/20,3.63452E+18,2.96358E+18,olx|mea|ae|classifieds|cl|14,120,-1652.5,4,Normal,All other
105,07/04/20,7.23753E+18,3.94829E+18,olx|mea|ae|classifieds|cl|2,120,-1652.5,4,Normal,Category 2
106,07/04/20,2.93363E+18,4.58795E+18,olx|mea|ae|classifieds|cl|16,10,-1652.5,4,Normal,All other
107,07/04/20,6.28721E+18,1.56171E+18,olx|mea|ae|classifieds|cl|4,1000,-1652.5,4,Normal,Category 4
108,07/04/20,3.62876E+18,5.33976E+18,olx|mea|ae|classifieds|cl|14,200,-1652.5,4,Normal,All other
109,07/04/20,2.98257E+18,2.53633E+18,olx|mea|ae|classifieds|cl|14,350,-1652.5,4,Normal,All other
110,08/04/20,7.77942E+18,5.10043E+18,olx|mea|ae|classifieds|cl|2,2499,-1652.5,4,Normal,Category 2
111,08/04/20,1.51695E+18,9.16512E+18,olx|mea|ae|classifieds|cl|6,2600,-1652.5,4,Normal,Category 6
112,08/04/20,7.34026E+18,5.9879E+18,olx|mea|ae|classifieds|cl|5,5000,-1652.5,4,High Outlier,Category 5
113,08/04/20,5.91415E+18,1.00247E+18,olx|mea|ae|classifieds|cl|6,500,-1652.5,4,Normal,Category 6
114,08/04/20,1.39026E+17,3.33444E+18,olx|mea|ae|classifieds|cl|13,50,-1652.5,4,Normal,All other
115,08/04/20,1.25639E+17,9.05411E+18,olx|mea|ae|classifieds|cl|13,80,-1652.5,4,Normal,All other
116,08/04/20,5.9512E+18,6.91308E+18,olx|mea|ae|classifieds|cl|8,185,-1652.5,4,Normal,All other
117,08/04/20,9.50053E+16,3.64002E+18,olx|mea|ae|classifieds|cl|11,90,-1652.5,4,Normal,All other
118,09/04/20,8.38018E+18,4.25995E+18,olx|mea|ae|classifieds|cl|6,1050,-1652.5,4,Normal,Category 6
119,09/04/20,2.26256E+18,2.61705E+18,olx|mea|ae|classifieds|cl|4,90,-1652.5,4,Normal,Category 4
120,09/04/20,6.03942E+18,5.10043E+18,olx|mea|ae|classifieds|cl|2,999,-1652.5,4,Normal,Category 2
121,09/04/20,3.53955E+18,3.18725E+18,olx|mea|ae|classifieds|cl|4,350,-1652.5,4,Normal,Category 4
122,09/04/20,4.94055E+18,8.74867E+18,olx|mea|ae|classifieds|cl|12,1850,-1652.5,4,Normal,All other
123,09/04/20,5.64621E+18,7.95705E+18,olx|mea|ae|classifieds|cl|9,1599,-1652.5,4,Normal,All other
124,09/04/20,8.44277E+17,9.10024E+18,olx|mea|ae|classifieds|cl|6,450,-1652.5,4,Normal,Category 6
125,09/04/20,7.54298E+18,2.20675E+18,olx|mea|ae|classifieds|cl|7,300,-1652.5,4,Normal,Category 7
126,09/04/20,1.09821E+17,8.58621E+18,olx|mea|ae|classifieds|cl|2,200,-1652.5,4,Normal,Category 2
127,09/04/20,5.25809E+18,7.46819E+18,olx|mea|ae|classifieds|cl|14,100,-1652.5,4,Normal,All other
128,09/04/20,7.11647E+18,5.19554E+18,olx|mea|ae|classifieds|cl|8,300,-1652.5,4,Normal,All other
129,10/04/20,7.54661E+18,5.24694E+18,olx|mea|ae|classifieds|cl|3,1200,-1652.5,4,Normal,Category 3
130,10/04/20,4.51545E+18,5.59582E+18,olx|mea|ae|classifieds|cl|10,150,-1652.5,4,Normal,All other
131,10/04/20,1.29491E+18,5.19127E+18,olx|mea|ae|classifieds|cl|2,950,-1652.5,4,Normal,Category 2
132,10/04/20,5.4503E+17,7.24236E+18,olx|mea|ae|classifieds|cl|5,849,-1652.5,4,Normal,Category 5
133,10/04/20,5.70241E+18,2.73294E+17,olx|mea|ae|classifieds|cl|2,600,-1652.5,4,Normal,Category 2
134,10/04/20,7.539E+18,6.47647E+18,olx|mea|ae|classifieds|cl|3,22000,-1652.5,4,High Outlier,Category 3
135,10/04/20,6.89186E+18,2.59018E+17,olx|mea|ae|classifieds|cl|3,1000,-1652.5,4,Normal,Category 3
136,10/04/20,3.68166E+18,8.41767E+18,olx|mea|ae|classifieds|cl|4,450,-1652.5,4,Normal,Category 4
137,10/04/20,1.48635E+18,1.70661E+18,olx|mea|ae|classifieds|cl|14,70,-1652.5,4,Normal,All other
138,11/04/20,3.65527E+18,8.41767E+18,olx|mea|ae|classifieds|cl|4,300,-1652.5,4,Normal,Category 4
139,11/04/20,2.72013E+18,2.38163E+18,olx|mea|ae|classifieds|cl|2,70,-1652.5,4,Normal,Category 2
140,11/04/20,5.50189E+18,3.20121E+18,olx|mea|ae|classifieds|cl|4,750,-1652.5,4,Normal,Category 4
141,11/04/20,4.12167E+18,5.80178E+18,olx|mea|ae|classifieds|cl|16,15,-1652.5,4,Normal,All other
142,11/04/20,2.13335E+18,6.50336E+18,olx|mea|ae|classifieds|cl|14,70,-1652.5,4,Normal,All other
143,11/04/20,4.52477E+18,2.49336E+18,olx|mea|ae|classifieds|cl|2,550,-1652.5,4,Normal,Category 2
144,11/04/20,1.19881E+18,5.52993E+17,olx|mea|ae|classifieds|cl|4,30,-1652.5,4,Normal,Category 4
145,11/04/20,1.72731E+18,5.3732E+18,olx|mea|ae|classifieds|cl|4,150,-1652.5,4,Normal,Category 4
146,11/04/20,6.22287E+18,3.35287E+18,olx|mea|ae|classifieds|cl|13,1500,-1652.5,4,Normal,All other
147,11/04/20,4.11592E+18,9.33207E+17,olx|mea|ae|classifieds|cl|16,100,-1652.5,4,Normal,All other
148,11/04/20,6.45371E+18,5.10043E+18,olx|mea|ae|classifieds|cl|2,1450,-1652.5,4,Normal,Category 2
149,11/04/20,3.68197E+18,5.82179E+18,olx|mea|ae|classifieds|cl|7,16000,-1652.5,4,High Outlier,Category 7
150,11/04/20,6.22386E+18,2.51746E+18,olx|mea|ae|classifieds|cl|13,1650,-1652.5,4,Normal,All other
151,11/04/20,7.43514E+17,5.81227E+17,olx|mea|ae|classifieds|cl|4,80,-1652.5,4,Normal,Category 4
152,11/04/20,1.73344E+18,3.299E+17,olx|mea|ae|classifieds|cl|4,100,-1652.5,4,Normal,Category 4
153,11/04/20,6.87863E+18,2.63287E+18,olx|mea|ae|classifieds|cl|13,300,-1652.5,4,Normal,All other
154,12/04/20,1.21735E+18,7.86227E+18,olx|mea|ae|classifieds|cl|11,1500,-1652.5,4,Normal,All other
155,12/04/20,4.95481E+18,3.13653E+18,olx|mea|ae|classifieds|cl|6,1499,-1652.5,4,Normal,Category 6
156,12/04/20,8.30143E+18,6.11408E+18,olx|mea|ae|classifieds|cl|15,4880,-1652.5,4,High Outlier,All other
157,12/04/20,4.29625E+18,2.84332E+18,olx|mea|ae|classifieds|cl|6,145,-1652.5,4,Normal,Category 6
158,12/04/20,8.30621E+18,6.18175E+18,olx|mea|ae|classifieds|cl|15,400,-1652.5,4,Normal,All other
159,12/04/20,4.41387E+18,5.8059E+18,olx|mea|ae|classifieds|cl|2,700,-1652.5,4,Normal,Category 2
160,12/04/20,1.21451E+18,5.12187E+18,olx|mea|ae|classifieds|cl|11,1600,-1652.5,4,Normal,All other
161,12/04/20,7.64525E+18,2.73294E+17,olx|mea|ae|classifieds|cl|2,500,-1652.5,4,Normal,Category 2
162,12/04/20,7.6357E+18,2.28119E+17,olx|mea|ae|classifieds|cl|2,1450,-1652.5,4,Normal,Category 2
163,12/04/20,1.21551E+18,2.92532E+18,olx|mea|ae|classifieds|cl|11,1000,-1652.5,4,Normal,All other
164,12/04/20,9.00948E+18,7.24236E+18,olx|mea|ae|classifieds|cl|5,1360,-1652.5,4,Normal,Category 5
165,12/04/20,6.22086E+18,6.12097E+17,olx|mea|ae|classifieds|cl|3,1200,-1652.5,4,Normal,Category 3
166,12/04/20,9.02603E+18,3.05306E+18,olx|mea|ae|classifieds|cl|14,350,-1652.5,4,Normal,All other
167,12/04/20,5.70265E+18,4.53191E+18,olx|mea|ae|classifieds|cl|10,1900,-1652.5,4,Normal,All other
168,12/04/20,1.83782E+18,4.76977E+18,olx|mea|ae|classifieds|cl|6,300,-1652.5,4,Normal,Category 6
169,13/04/20,5.57376E+18,3.9623E+18,olx|mea|ae|classifieds|cl|13,89,-1652.5,4,Normal,All other
170,13/04/20,5.49996E+18,7.7287E+18,olx|mea|ae|classifieds|cl|4,750,-1652.5,4,Normal,Category 4
171,13/04/20,7.43467E+18,7.17132E+17,olx|mea|ae|classifieds|cl|4,250,-1652.5,4,Normal,Category 4
172,13/04/20,7.43283E+18,2.40164E+18,olx|mea|ae|classifieds|cl|4,350,-1652.5,4,Normal,Category 4
173,13/04/20,3.27725E+17,2.64145E+18,olx|mea|ae|classifieds|cl|6,700,-1652.5,4,Normal,Category 6
174,13/04/20,3.4727E+18,3.33357E+18,olx|mea|ae|classifieds|cl|16,35,-1652.5,4,Normal,All other
175,13/04/20,8.76792E+18,9.84295E+17,olx|mea|ae|classifieds|cl|14,100,-1652.5,4,Normal,All other
176,13/04/20,6.7885E+18,8.41767E+18,olx|mea|ae|classifieds|cl|4,100,-1652.5,4,Normal,Category 4
177,13/04/20,6.7885E+18,8.41767E+18,olx|mea|ae|classifieds|cl|4,450,-1652.5,4,Normal,Category 4
178,13/04/20,2.27582E+18,7.47206E+18,olx|mea|ae|classifieds|cl|6,2600,-1652.5,4,Normal,Category 6
179,13/04/20,4.35451E+18,2.28119E+17,olx|mea|ae|classifieds|cl|2,2200,-1652.5,4,Normal,Category 2
180,13/04/20,7.33411E+18,4.62838E+17,olx|mea|ae|classifieds|cl|7,120,-1652.5,4,Normal,Category 7
181,13/04/20,4.61844E+18,2.08878E+18,olx|mea|ae|classifieds|cl|9,100,-1652.5,4,Normal,All other
182,14/04/20,2.81645E+18,7.65993E+18,olx|mea|ae|classifieds|cl|9,250,-1652.5,4,Normal,All other
183,14/04/20,8.96166E+18,3.15284E+18,olx|mea|ae|classifieds|cl|8,120,-1652.5,4,Normal,All other
184,14/04/20,2.18648E+18,7.07993E+18,olx|mea|ae|classifieds|cl|9,1,-1652.5,4,Normal,All other
185,14/04/20,9.04118E+16,4.73176E+18,olx|mea|ae|classifieds|cl|16,1,-1652.5,4,Normal,All other
186,14/04/20,2.98889E+18,4.55975E+18,olx|mea|ae|classifieds|cl|2,1300,-1652.5,4,Normal,Category 2
187,14/04/20,1.84104E+18,2.57692E+18,olx|mea|ae|classifieds|cl|4,250,-1652.5,4,Normal,Category 4
188,14/04/20,5.09321E+18,2.68804E+18,olx|mea|ae|classifieds|cl|6,600,-1652.5,4,Normal,Category 6
189,15/04/20,7.68351E+18,6.49354E+18,olx|mea|ae|classifieds|cl|6,1250,-1652.5,4,Normal,Category 6
190,15/04/20,7.46935E+18,8.92207E+18,olx|mea|ae|classifieds|cl|14,150,-1652.5,4,Normal,All other
191,15/04/20,7.08956E+18,7.24236E+18,olx|mea|ae|classifieds|cl|5,1099,-1652.5,4,Normal,Category 5
192,15/04/20,5.75172E+18,7.68044E+18,olx|mea|ae|classifieds|cl|2,500,-1652.5,4,Normal,Category 2
193,15/04/20,2.71086E+18,6.11408E+18,olx|mea|ae|classifieds|cl|15,3200,-1652.5,4,High Outlier,All other
194,15/04/20,4.76287E+18,1.41482E+18,olx|mea|ae|classifieds|cl|1,105,-1652.5,4,Normal,Category 1
195,15/04/20,2.90059E+18,7.16407E+18,olx|mea|ae|classifieds|cl|6,2700,-1652.5,4,Normal,Category 6
196,15/04/20,3.2705E+18,7.40687E+18,olx|mea|ae|classifieds|cl|5,450,-1652.5,4,Normal,Category 5
197,15/04/20,8.06707E+18,3.0279E+18,olx|mea|ae|classifieds|cl|7,1200,-1652.5,4,Normal,Category 7
198,15/04/20,2.89397E+18,7.3096E+18,olx|mea|ae|classifieds|cl|6,2100,-1652.5,4,Normal,Category 6
199,16/04/20,3.92046E+18,4.69384E+18,olx|mea|ae|classifieds|cl|5,550,-1652.5,4,Normal,Category 5
200,16/04/20,2.65272E+16,5.24694E+18,olx|mea|ae|classifieds|cl|3,4000,-1652.5,4,High Outlier,Category 3
201,16/04/20,1.06159E+18,3.13653E+18,olx|mea|ae|classifieds|cl|6,1350,-1652.5,4,Normal,Category 6
202,16/04/20,7.84345E+17,4.71715E+18,olx|mea|ae|classifieds|cl|8,150,-1652.5,4,Normal,All other
203,16/04/20,6.29236E+17,1.25061E+18,olx|mea|ae|classifieds|cl|3,300,-1652.5,4,Normal,Category 3
204,16/04/20,5.36283E+18,3.86235E+18,olx|mea|ae|classifieds|cl|6,150,-1652.5,4,Normal,Category 6
205,16/04/20,3.29841E+18,5.74289E+18,olx|mea|ae|classifieds|cl|13,600,-1652.5,4,Normal,All other
206,16/04/20,6.78994E+18,4.32033E+18,olx|mea|ae|classifieds|cl|7,450,-1652.5,4,Normal,Category 7
207,16/04/20,2.58172E+18,1.98509E+17,olx|mea|ae|classifieds|cl|10,950,-1652.5,4,Normal,All other
208,16/04/20,8.41976E+18,5.03018E+18,olx|mea|ae|classifieds|cl|4,70,-1652.5,4,Normal,Category 4
209,16/04/20,4.57044E+18,6.32708E+18,olx|mea|ae|classifieds|cl|5,10,-1652.5,4,Normal,Category 5
210,16/04/20,6.78614E+18,6.44671E+18,olx|mea|ae|classifieds|cl|7,120,-1652.5,4,Normal,Category 7
211,17/04/20,7.30894E+18,8.39348E+18,olx|mea|ae|classifieds|cl|6,850,-1652.5,4,Normal,Category 6
212,17/04/20,4.31099E+18,6.96259E+18,olx|mea|ae|classifieds|cl|2,550,-1652.5,4,Normal,Category 2
213,17/04/20,2.5761E+18,7.99339E+18,olx|mea|ae|classifieds|cl|10,899,-1652.5,4,Normal,All other
214,17/04/20,8.51141E+18,6.78188E+18,olx|mea|ae|classifieds|cl|4,80,-1652.5,4,Normal,Category 4
215,17/04/20,8.51337E+18,8.78909E+17,olx|mea|ae|classifieds|cl|4,10,-1652.5,4,Normal,Category 4
216,17/04/20,6.43963E+18,6.16523E+18,olx|mea|ae|classifieds|cl|5,3600,-1652.5,4,High Outlier,Category 5
217,17/04/20,1.18757E+18,5.31988E+18,olx|mea|ae|classifieds|cl|16,40,-1652.5,4,Normal,All other
218,17/04/20,6.98799E+18,7.50778E+18,olx|mea|ae|classifieds|cl|2,500,-1652.5,4,Normal,Category 2
219,17/04/20,5.48486E+18,6.58529E+18,olx|mea|ae|classifieds|cl|4,300,-1652.5,4,Normal,Category 4
220,17/04/20,5.47909E+18,6.58529E+18,olx|mea|ae|classifieds|cl|4,300,-1652.5,4,Normal,Category 4
221,18/04/20,4.34758E+18,1.70661E+18,olx|mea|ae|classifieds|cl|14,330,-1652.5,4,Normal,All other
222,18/04/20,6.10992E+18,6.30306E+18,olx|mea|ae|classifieds|cl|4,580,-1652.5,4,Normal,Category 4
223,18/04/20,3.80865E+18,1.70661E+18,olx|mea|ae|classifieds|cl|14,80,-1652.5,4,Normal,All other
224,18/04/20,1.58518E+18,7.22151E+18,olx|mea|ae|classifieds|cl|10,10000,-1652.5,4,High Outlier,All other
225,18/04/20,3.80666E+18,3.50365E+18,olx|mea|ae|classifieds|cl|14,1190,-1652.5,4,Normal,All other
