time_posted_local,listing_sk,user_sk,category_l3_sk,listing_price,lower_bound,month_posted,outlier_flag,category_name_an
2023-01-01 01:17:00,922352,42879,cat004,2064,6662,8,Yes,Apartments
2023-01-01 01:18:00,560337,14973,cat001,61498,4390,4,Yes,Apartments
2023-01-01 01:19:00,824839,40274,cat001,33535,2890,11,Yes,Commercial
2023-01-01 01:20:00,905889,97239,cat002,2511,5724,9,Yes,Villas
2023-01-01 01:21:00,559773,75053,cat001,19405,6863,6,Yes,Villas
2023-01-01 01:22:00,308261,90579,cat004,10872,2119,2,Yes,Townhouses
2023-01-01 01:23:00,864469,86934,cat001,21202,2432,2,No,Townhouses
2023-01-01 01:24:00,441097,88113,cat002,81038,3967,2,No,Apartments
2023-01-01 01:25:00,415139,75506,cat001,53371,3118,6,No,Commercial
2023-01-01 01:26:00,271829,62790,cat003,87195,3641,4,No,Apartments
2023-01-01 01:27:00,371836,55926,cat002,25369,1662,7,Yes,Apartments
2023-01-01 01:28:00,538974,45184,cat001,47788,6794,9,Yes,Apartments
2023-01-01 01:29:00,302283,40219,cat001,95180,7074,3,No,Apartments
2023-01-01 01:30:00,296769,85772,cat004,70726,3786,8,No,Townhouses
2023-01-01 01:31:00,661353,18634,cat003,50491,3222,5,No,Villas
2023-01-01 01:32:00,323165,29011,cat001,23175,4427,1,Yes,Commercial
2023-01-01 01:33:00,723587,25120,cat003,73048,7472,3,Yes,Townhouses
2023-01-01 01:34:00,635822,99288,cat003,61624,7604,12,Yes,Townhouses
2023-01-01 01:35:00,587879,73901,cat001,67236,7620,8,Yes,Villas
2023-01-01 01:36:00,664685,49668,cat004,27601,7013,1,Yes,Townhouses
2023-01-01 01:37:00,882038,16590,cat003,51273,1225,4,Yes,Villas
2023-01-01 01:38:00,453531,79565,cat004,27037,7994,9,No,Commercial
2023-01-01 01:39:00,363160,38389,cat002,53958,7294,12,No,Commercial
2023-01-01 01:40:00,679879,25889,cat002,79223,7655,4,No,Townhouses
2023-01-01 01:41:00,320884,51364,cat001,52864,4742,2,Yes,Commercial
2023-01-01 01:42:00,123247,20914,cat002,34117,8901,9,No,Apartments
2023-01-01 01:43:00,124300,62624,cat001,56676,2105,1,No,Townhouses
2023-01-01 01:44:00,567281,98664,cat004,92889,7102,1,Yes,Townhouses
2023-01-01 01:45:00,707086,15301,cat003,94011,9301,5,No,Townhouses
2023-01-01 01:46:00,633556,78556,cat002,32587,3295,2,No,Villas
2023-01-01 01:47:00,448951,61351,cat004,87252,5626,2,No,Commercial
2023-01-01 01:48:00,374329,66334,cat003,18296,8470,11,Yes,Apartments
2023-01-01 01:49:00,819064,22628,cat002,90310,677,11,No,Apartments
2023-01-01 01:50:00,842139,76123,cat002,44420,5333,6,Yes,Townhouses
2023-01-01 01:51:00,532315,39197,cat004,65874,3231,5,Yes,Townhouses
2023-01-01 01:52:00,616588,50622,cat001,18687,7436,7,No,Commercial
2023-01-01 01:53:00,336584,68733,cat003,33405,4093,10,Yes,Villas
2023-01-01 01:54:00,662332,86891,cat001,80882,2613,4,Yes,Villas
2023-01-01 01:55:00,937646,20331,cat001,18938,5032,9,No,Villas
2023-01-01 01:56:00,476896,46126,cat004,80770,6657,11,No,Villas
2023-01-01 01:57:00,148984,98163,cat003,92785,7216,5,Yes,Apartments
2023-01-01 01:58:00,402918,34527,cat001,77620,8178,9,No,Villas
2023-01-01 01:59:00,364712,23369,cat001,20990,2423,1,No,Villas
2023-01-01 02:00:00,220151,11469,cat003,65812,4132,8,Yes,Villas
2023-01-01 02:01:00,555808,62405,cat002,66518,9766,8,No,Townhouses
2023-01-01 02:02:00,233767,68876,cat003,14906,6866,12,Yes,Commercial
2023-01-01 02:03:00,748663,74187,cat001,53804,7824,11,Yes,Apartments
2023-01-01 02:04:00,803550,55916,cat004,48848,1806,1,No,Townhouses
2023-01-01 02:05:00,236330,49933,cat004,17566,5333,1,No,Villas
2023-01-01 02:06:00,580754,70569,cat002,61969,1944,2,Yes,Townhouses
2023-01-01 02:07:00,401648,71210,cat001,30484,2503,4,Yes,Apartments
2023-01-01 02:08:00,788519,50221,cat002,22458,5554,8,Yes,Townhouses
2023-01-01 02:09:00,113986,86127,cat004,91099,944,2,No,Commercial
2023-01-01 02:10:00,686146,24984,cat001,74035,8135,5,Yes,Townhouses
2023-01-01 02:11:00,229312,39090,cat003,91438,5951,7,No,Commercial
2023-01-01 02:12:00,112666,49236,cat004,32150,2419,6,No,Townhouses
2023-01-01 02:13:00,400804,13919,cat001,81899,5249,9,Yes,Townhouses
2023-01-01 02:14:00,234633,68828,cat002,55536,2710,4,Yes,Apartments
2023-01-01 02:15:00,388998,37357,cat003,74607,6407,9,Yes,Commercial
2023-01-01 02:16:00,950937,95130,cat004,49288,5670,8,Yes,Apartments
2023-01-01 02:17:00,728776,58248,cat002,27558,563,8,Yes,Commercial
2023-01-01 02:18:00,807611,95917,cat001,27287,703,12,Yes,Apartments
2023-01-01 02:19:00,384806,56960,cat003,92598,1648,6,No,Villas
2023-01-01 02:20:00,894824,27300,cat003,11584,3657,1,No,Apartments
2023-01-01 02:21:00,130535,44051,cat003,86930,8729,11,Yes,Apartments
2023-01-01 02:22:00,475713,39664,cat002,83613,7358,11,Yes,Villas
2023-01-01 02:23:00,938688,52486,cat003,73415,8845,3,No,Apartments
2023-01-01 02:24:00,451279,38603,cat003,95665,1859,4,Yes,Apartments
2023-01-01 02:25:00,921654,81326,cat001,54654,8439,8,Yes,Townhouses
2023-01-01 02:26:00,701661,64789,cat001,71570,4024,5,No,Commercial
2023-01-01 02:27:00,747972,15856,cat003,82349,3934,11,No,Townhouses
2023-01-01 02:28:00,589570,78134,cat003,72873,4036,11,No,Villas
2023-01-01 02:29:00,556551,17274,cat001,6321,8225,9,No,Commercial
2023-01-01 02:30:00,373109,29061,cat001,63865,9015,12,Yes,Townhouses
2023-01-01 02:31:00,124538,10041,cat004,2982,2715,8,Yes,Apartments
2023-01-01 02:32:00,994498,23105,cat001,20542,9104,2,Yes,Townhouses
2023-01-01 02:33:00,301664,39210,cat003,21681,6003,5,Yes,Apartments
2023-01-01 02:34:00,591234,42361,cat001,33654,8221,10,Yes,Townhouses
2023-01-01 02:35:00,999684,98146,cat003,2292,9873,9,No,Villas
2023-01-01 02:36:00,239182,30353,cat002,59263,831,11,Yes,Commercial
2023-01-01 02:37:00,572525,63517,cat001,14453,4033,5,Yes,Townhouses
2023-01-01 02:38:00,258338,22395,cat004,28228,2713,3,Yes,Apartments
2023-01-01 02:39:00,284064,43714,cat001,46426,9195,2,No,Townhouses
2023-01-01 02:40:00,314020,29093,cat002,48963,639,10,Yes,Commercial
2023-01-01 02:41:00,723094,83529,cat003,31929,8724,5,No,Townhouses
2023-01-01 02:42:00,997421,54880,cat001,34445,7212,3,No,Commercial
2023-01-01 02:43:00,715270,16845,cat004,66116,624,3,No,Townhouses
2023-01-01 02:44:00,745914,27329,cat002,58062,6696,12,Yes,Villas
2023-01-01 02:45:00,219176,78264,cat002,41339,2010,1,No,Apartments
2023-01-01 02:46:00,318126,12208,cat003,69365,9685,9,No,Commercial
2023-01-01 02:47:00,318969,89296,cat003,45045,5790,2,No,Apartments
2023-01-01 02:48:00,222409,15928,cat004,82839,5839,1,Yes,Townhouses
2023-01-01 02:49:00,647707,18274,cat003,78664,8966,1,No,Commercial
2023-01-01 02:50:00,353618,66933,cat002,41572,5883,5,No,Villas
2023-01-01 02:51:00,869598,32642,cat004,10796,7434,6,No,Apartments
2023-01-01 02:52:00,150015,33793,cat004,40355,7202,6,Yes,Commercial
2023-01-01 02:53:00,872838,42826,cat002,56728,578,12,No,Villas
2023-01-01 02:54:00,222096,81778,cat003,32275,7682,6,Yes,Villas
2023-01-01 02:55:00,731347,41161,cat001,8216,1738,5,No,Commercial
2023-01-01 02:56:00,285340,58515,cat004,3064,3503,6,No,Commercial
2023-01-01 02:57:00,210687,29530,cat004,82668,9656,9,Yes,Commercial
2023-01-01 02:58:00,974371,87040,cat002,11390,8844,5,Yes,Apartments
2023-01-01 02:59:00,511357,49426,cat001,83235,7583,7,Yes,Apartments
2023-01-01 03:00:00,835716,43782,cat002,60391,1433,9,Yes,Villas
2023-01-01 03:01:00,205878,46502,cat001,75933,1461,2,No,Townhouses
2023-01-01 03:02:00,827270,47770,cat001,5086,2682,2,No,Villas
2023-01-01 03:03:00,298286,82866,cat004,8503,3982,6,No,Commercial
2023-01-01 03:04:00,873290,32774,cat003,1393,6148,10,Yes,Commercial
2023-01-01 03:05:00,874684,46124,cat004,45969,3707,7,No,Apartments
2023-01-01 03:06:00,264899,92236,cat003,76228,3818,3,Yes,Apartments
2023-01-01 03:07:00,424767,87830,cat002,42353,5329,9,Yes,Commercial
2023-01-01 03:08:00,961882,50466,cat001,21924,6908,1,No,Apartments
2023-01-01 03:09:00,979858,73813,cat003,29264,1188,5,Yes,Commercial
2023-01-01 03:10:00,479989,43487,cat002,71005,2899,11,No,Townhouses
2023-01-01 03:11:00,515515,27274,cat001,44653,7896,7,Yes,Townhouses
2023-01-01 03:12:00,143585,76365,cat004,44224,7887,1,No,Townhouses
2023-01-01 03:13:00,471369,78404,cat002,73909,5197,11,No,Apartments
2023-01-01 03:14:00,164044,13936,cat001,55120,9126,7,No,Commercial
2023-01-01 03:15:00,542296,96087,cat004,92758,8949,2,No,Villas
2023-01-01 03:16:00,209556,21747,cat001,19146,5743,9,No,Townhouses
2023-01-01 03:17:00,626981,87306,cat001,11653,7906,2,No,Commercial
2023-01-01 03:18:00,981691,96897,cat003,29381,3834,9,Yes,Commercial
2023-01-01 03:19:00,867595,13618,cat002,41133,3796,12,No,Commercial
2023-01-01 03:20:00,300235,85660,cat004,41736,6892,12,Yes,Commercial
2023-01-01 03:21:00,125939,42197,cat004,94439,656,6,No,Commercial
2023-01-01 03:22:00,252906,98034,cat003,88480,569,11,Yes,Apartments
2023-01-01 03:23:00,642335,42877,cat001,95042,7290,8,Yes,Commercial
2023-01-01 03:24:00,388249,64438,cat004,59896,2551,12,Yes,Townhouses
2023-01-01 03:25:00,175766,78081,cat004,21230,3571,3,No,Villas
2023-01-01 03:26:00,508923,47443,cat002,64875,8525,6,No,Townhouses
2023-01-01 03:27:00,515192,31228,cat004,35973,1955,7,No,Apartments
2023-01-01 03:28:00,668550,57530,cat004,39520,2564,1,Yes,Apartments
2023-01-01 03:29:00,487261,12431,cat002,45692,7313,9,No,Villas
2023-01-01 03:30:00,910208,11086,cat001,94487,6959,6,Yes,Apartments
2023-01-01 03:31:00,785440,76013,cat001,42916,2604,2,No,Apartments
2023-01-01 03:32:00,752664,24789,cat001,84447,2832,7,No,Commercial
2023-01-01 03:33:00,554589,17862,cat004,2868,8346,3,Yes,Apartments
2023-01-01 03:34:00,237848,54928,cat001,87970,7211,7,Yes,Commercial
2023-01-01 03:35:00,717075,41653,cat001,72827,8131,1,Yes,Commercial
2023-01-01 03:36:00,227948,31972,cat004,51744,9898,1,No,Villas
2023-01-01 03:37:00,679304,19070,cat001,47451,4914,11,Yes,Townhouses
2023-01-01 03:38:00,502690,23151,cat004,11141,9471,8,No,Apartments
2023-01-01 03:39:00,599046,98715,cat001,1760,7277,7,No,Commercial
2023-01-01 03:40:00,551269,87770,cat002,10456,1078,8,No,Commercial
2023-01-01 03:41:00,121959,98097,cat003,69461,5691,9,Yes,Commercial
2023-01-01 03:42:00,760890,28603,cat004,89985,6315,2,No,Townhouses
2023-01-01 03:43:00,850216,44645,cat003,98895,2273,4,Yes,Townhouses
2023-01-01 03:44:00,890180,55588,cat001,1571,7847,6,Yes,Townhouses
2023-01-01 03:45:00,328576,90581,cat001,39195,6923,5,No,Commercial
2023-01-01 03:46:00,637833,97045,cat003,64263,4618,1,No,Townhouses
2023-01-01 03:47:00,265838,51693,cat003,86721,7787,3,Yes,Villas
2023-01-01 03:48:00,435674,85270,cat004,56042,5710,3,No,Townhouses
2023-01-01 03:49:00,979989,59391,cat001,88597,3300,11,No,Commercial
2023-01-01 03:50:00,161087,84517,cat001,92141,1874,8,No,Townhouses
2023-01-01 03:51:00,693128,40434,cat001,78191,4997,9,Yes,Townhouses
2023-01-01 03:52:00,218451,85301,cat002,14974,1210,11,Yes,Villas
2023-01-01 03:53:00,547600,33639,cat004,91953,3455,9,Yes,Apartments
2023-01-01 03:54:00,937437,52663,cat001,42530,5854,5,Yes,Townhouses
2023-01-01 03:55:00,539792,16499,cat001,34077,8792,2,No,Apartments
2023-01-01 03:56:00,139353,19932,cat001,68942,2582,1,Yes,Townhouses
2023-01-01 03:57:00,293075,14708,cat002,38159,9679,8,No,Villas
2023-01-01 03:58:00,314283,56195,cat004,61310,556,8,Yes,Townhouses
2023-01-01 03:59:00,414877,88282,cat003,35907,1715,8,No,Villas
2023-01-01 04:00:00,165318,12079,cat001,46174,5161,11,Yes,Villas
2023-01-01 04:01:00,865313,72431,cat003,74798,670,8,No,Villas
2023-01-01 04:02:00,582690,60262,cat004,1422,9274,8,No,Townhouses
2023-01-01 04:03:00,516880,77844,cat003,8622,7486,12,No,Apartments
2023-01-01 04:04:00,691460,37257,cat002,73862,9574,9,No,Townhouses
2023-01-01 04:05:00,840976,40373,cat004,54968,7420,5,Yes,Apartments
2023-01-01 04:06:00,881239,12522,cat001,64603,5557,4,Yes,Villas
2023-01-01 04:07:00,193264,76301,cat001,94588,3742,1,Yes,Villas
2023-01-01 04:08:00,870746,80845,cat004,31417,9907,9,No,Apartments
2023-01-01 04:09:00,913168,67848,cat002,81046,4967,12,No,Villas
2023-01-01 04:10:00,325281,84310,cat002,27667,8298,11,Yes,Villas
2023-01-01 04:11:00,737147,92353,cat001,68046,7696,10,No,Commercial
2023-01-01 04:12:00,998613,67749,cat004,6626,8181,6,Yes,Commercial
2023-01-01 04:13:00,494070,33022,cat001,15818,3768,8,No,Commercial
2023-01-01 04:14:00,452228,91480,cat002,48298,3432,12,No,Apartments
2023-01-01 04:15:00,531839,58365,cat001,43354,734,8,No,Apartments
2023-01-01 04:16:00,369536,17930,cat002,38239,4954,1,Yes,Apartments
2023-01-01 04:17:00,417824,34940,cat003,10010,7390,2,Yes,Townhouses
2023-01-01 04:18:00,357426,70834,cat001,70413,3993,2,No,Commercial
2023-01-01 04:19:00,277789,99445,cat003,1850,7031,5,Yes,Townhouses
2023-01-01 04:20:00,613153,56103,cat001,80296,4672,10,No,Villas
2023-01-01 04:21:00,842452,69555,cat002,84308,4607,7,Yes,Villas
2023-01-01 04:22:00,937291,82500,cat002,97603,7986,11,Yes,Villas
2023-01-01 04:23:00,225657,28641,cat004,87616,4968,6,Yes,Villas
2023-01-01 04:24:00,335167,82298,cat001,73645,8454,10,No,Apartments
2023-01-01 04:25:00,781669,35497,cat002,21504,5990,4,Yes,Commercial
2023-01-01 04:26:00,580671,81910,cat002,24032,1126,11,No,Apartments
2023-01-01 04:27:00,819094,46302,cat004,46270,3936,8,No,Commercial
2023-01-01 04:28:00,170467,93797,cat003,6818,5682,8,No,Villas
2023-01-01 04:29:00,283734,53608,cat003,74216,1589,12,Yes,Commercial
2023-01-01 04:30:00,722794,90426,cat002,13578,3084,2,Yes,Townhouses
2023-01-01 04:31:00,209751,71016,cat002,82468,3736,4,No,Apartments
2023-01-01 04:32:00,481050,82488,cat003,81722,4498,3,Yes,Commercial
2023-01-01 04:33:00,911774,46440,cat003,19399,8755,10,Yes,Apartments
2023-01-01 04:34:00,792517,53480,cat003,59622,5503,5,Yes,Townhouses
2023-01-01 04:35:00,561079,97814,cat004,50893,6167,10,No,Townhouses
2023-01-01 04:36:00,468452,36407,cat004,20304,9806,11,Yes,Commercial
2023-01-01 04:37:00,206081,56839,cat004,86411,8960,9,Yes,Townhouses
2023-01-01 04:38:00,713333,44667,cat004,88618,1266,1,Yes,Villas
2023-01-01 04:39:00,658986,41639,cat004,44641,3975,5,No,Apartments
2023-01-01 04:40:00,210078,52133,cat004,53636,6945,4,No,Villas
2023-01-01 04:41:00,967055,87846,cat004,61205,7184,5,Yes,Apartments
2023-01-01 04:42:00,122671,91491,cat003,36761,7206,1,Yes,Commercial
2023-01-01 04:43:00,518400,54371,cat002,42690,9227,3,No,Commercial
2023-01-01 04:44:00,455528,80655,cat003,9133,2915,6,No,Commercial
2023-01-01 04:45:00,710490,56726,cat002,49351,997,8,No,Townhouses
2023-01-01 04:46:00,151663,96410,cat003,49421,2471,1,Yes,Townhouses
2023-01-01 04:47:00,115708,90810,cat001,18834,3828,10,Yes,Villas
2023-01-01 04:48:00,978338,89242,cat003,29081,6755,3,No,Villas
2023-01-01 04:49:00,411955,84538,cat004,70667,1204,12,Yes,Townhouses
2023-01-01 04:50:00,233883,66600,cat001,81222,2440,9,No,Villas
2023-01-01 04:51:00,418394,87854,cat001,42078,1849,6,No,Townhouses
2023-01-01 04:52:00,212547,88564,cat001,47012,1342,3,Yes,Townhouses
2023-01-01 04:53:00,659042,15375,cat002,42115,5742,2,No,Townhouses
2023-01-01 04:54:00,851102,32425,cat002,83094,7880,11,Yes,Townhouses
2023-01-01 04:55:00,862002,28889,cat001,62841,9088,3,Yes,Apartments
2023-01-01 04:56:00,242483,37616,cat002,1680,4424,5,Yes,Commercial
2023-01-01 04:57:00,758271,89174,cat004,51462,9034,5,Yes,Villas
2023-01-01 04:58:00,314835,36083,cat001,22464,1474,7,Yes,Commercial
2023-01-01 04:59:00,501896,41916,cat002,90700,2255,7,Yes,Apartments
2023-01-01 05:00:00,184896,94153,cat004,51701,2418,7,Yes,Apartments
2023-01-01 05:01:00,577095,36899,cat002,13406,8328,11,No,Villas
2023-01-01 05:02:00,171295,20062,cat004,31986,6837,10,No,Commercial
2023-01-01 05:03:00,843974,44658,cat002,4954,2851,2,Yes,Commercial
2023-01-01 05:04:00,987121,43981,cat001,97545,1433,9,Yes,Commercial
2023-01-01 05:05:00,373255,82124,cat002,14172,4789,3,Yes,Villas
2023-01-01 05:06:00,399648,85732,cat001,13816,9356,8,No,Townhouses
2023-01-01 05:07:00,757162,20037,cat002,7058,3642,8,Yes,Villas
2023-01-01 05:08:00,108155,29234,cat004,49332,2252,6,No,Apartments
2023-01-01 05:09:00,566872,11639,cat003,25395,6928,8,Yes,Apartments
2023-01-01 05:10:00,925816,52351,cat003,9244,5682,12,Yes,Apartments
2023-01-01 05:11:00,474705,66678,cat002,27871,542,11,No,Commercial
2023-01-01 05:12:00,671542,21904,cat003,34435,8917,11,No,Commercial
2023-01-01 05:13:00,908350,29560,cat004,25498,1474,4,No,Villas
2023-01-01 05:14:00,710269,67041,cat003,90164,7783,10,Yes,Townhouses
2023-01-01 05:15:00,654594,22309,cat001,41912,3653,1,Yes,Apartments
2023-01-01 05:16:00,247718,63593,cat002,97725,7925,3,No,Commercial
2023-01-01 05:17:00,408987,54747,cat001,89817,4369,10,Yes,Townhouses
2023-01-01 05:18:00,745263,37172,cat001,36209,1203,12,Yes,Commercial
2023-01-01 05:19:00,458745,70138,cat001,27285,3395,6,Yes,Commercial
2023-01-01 05:20:00,207512,19647,cat002,83238,1831,5,No,Apartments
2023-01-01 05:21:00,247443,58107,cat003,22095,8305,7,Yes,Apartments
2023-01-01 05:22:00,570587,67473,cat002,80602,960,5,Yes,Apartments
2023-01-01 05:23:00,473616,96756,cat003,81758,6590,8,Yes,Villas
2023-01-01 05:24:00,757409,64927,cat004,2156,1957,7,Yes,Apartments
2023-01-01 05:25:00,786976,45121,cat004,60422,9890,7,No,Villas
2023-01-01 05:26:00,465871,84108,cat003,67466,3225,10,No,Townhouses
2023-01-01 05:27:00,475037,22054,cat002,6432,2859,9,Yes,Commercial
2023-01-01 05:28:00,907364,31883,cat004,5115,7232,4,No,Apartments
2023-01-01 05:29:00,217796,18709,cat003,49491,6942,3,No,Apartments
2023-01-01 05:30:00,391999,87603,cat003,63238,7026,9,Yes,Villas
2023-01-01 05:31:00,292506,16805,cat004,17337,2557,3,No,Villas
2023-01-01 05:32:00,798376,82637,cat002,28529,5625,4,No,Apartments
2023-01-01 05:33:00,369544,20721,cat001,27130,5589,10,Yes,Townhouses
2023-01-01 05:34:00,480002,41353,cat003,97868,8509,5,Yes,Villas
2023-01-01 05:35:00,798002,41700,cat002,79249,629,12,Yes,Commercial
2023-01-01 05:36:00,639439,91996,cat002,35063,7631,12,Yes,Apartments
2023-01-01 05:37:00,690978,94652,cat003,25464,3361,2,No,Townhouses
2023-01-01 05:38:00,628787,83644,cat002,1139,5904,4,No,Villas
2023-01-01 05:39:00,630583,52667,cat002,54321,8671,12,Yes,Apartments
2023-01-01 05:40:00,488215,52845,cat003,24036,6988,5,No,Apartments
2023-01-01 05:41:00,421184,87015,cat002,97606,4190,8,Yes,Villas
2023-01-01 05:42:00,898615,47092,cat001,2614,1732,12,No,Commercial
2023-01-01 05:43:00,522515,54827,cat004,34429,9615,12,Yes,Apartments
2023-01-01 05:44:00,768234,71955,cat002,31893,5806,6,No,Villas
2023-01-01 05:45:00,478480,21651,cat002,16767,5375,4,Yes,Commercial
2023-01-01 05:46:00,132711,14429,cat003,16290,4264,7,Yes,Apartments
2023-01-01 05:47:00,891971,48602,cat002,65551,599,9,Yes,Apartments
2023-01-01 05:48:00,601157,28518,cat004,64870,1272,3,No,Apartments
2023-01-01 05:49:00,284423,18685,cat004,34020,4382,6,No,Townhouses
2023-01-01 05:50:00,616349,58367,cat001,70966,999,11,No,Apartments
2023-01-01 05:51:00,803714,77113,cat001,43050,8643,10,No,Commercial
2023-01-01 05:52:00,757917,13839,cat001,40483,7487,6,Yes,Townhouses
2023-01-01 05:53:00,924792,69587,cat003,2137,5182,3,No,Townhouses
2023-01-01 05:54:00,837378,41474,cat003,76828,6105,4,Yes,Townhouses
2023-01-01 05:55:00,233272,59703,cat004,97515,4668,9,Yes,Townhouses
